"","gq","gqtypeg","farm","ownershg","nfams","ncouples","nmothers","nfathers","momloc","stepmom","momrule","poploc","steppop","poprule","sploc","sprule","famsize","nchild","nchlt5","famunit","nsibs","relateg","sex","raceg","marst","chborn","school","educrec","schltype","empstatg","labforce","classwkg","wkswork2","hrswork2","yrlastwk","workedyr","incfarm","migrat5g","movedin","vetstat","value","rent","ftotinc","eldch","yngch","age","occscore","sei","inctot","incwage","incbus","incss","incwelfr","incother","poverty","binaryClass"
"1615","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1","0","Head_Householder","Male","White","Married_spouse_present","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","41-48_hours","Never_worked","Yes","0","Moved_place_not_reported","1","No_Service",4e+05,0,116000,99,99,31,41,68,53000,51000,0,0,0,0,501,"P"
"8183","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","6","0","Partner_friend_visitor","Male","White","Never_married_single","No_children","No_not_in_school","Grade_5-8","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","0","Moved_place_not_reported","0","No_Service",999999,675,0,99,99,18,11,16,7000,7000,0,0,0,0,109,"N"
"5753","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","2","7","1","1","0","1","0","0","5","0","0","1","2","Child","Male","White","Never_married_single","No_children","Yes_in_school","Grade_10","Public_school","Unemployed","Yes_in_labor_force","Works_for_wages_salary","1-13_weeks","40_hours","Worked_previous_yr","Yes","0","Moved_place_not_reported","0","No_Service",225000,0,55570,99,99,16,20,8,2000,2000,0,0,0,0,376,"P"
"5007","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","2","0","0","1","0","0","0","0","0","0","0","0","4","3","0","1","0","Head_Householder","Male","White","Never_married_single","No_children","Yes_in_school","4+_years_of_college","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","0","Same_house","2","No_Service",999999,362,11000,15,7,39,23,18,11000,11000,0,0,0,0,87,"P"
"1564","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","0","1","0","1","0","1","0","0","0","0","0","3","0","0","1","1","Child","Male","Black_Negro","Never_married_single","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",999999,487,1600,99,99,2,0,0,0,999999,999999,99999,99999,99999,16,"P"
"7605","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","Head_Householder","Male","White","Never_married_single","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","60+_hours","Never_worked","No","0","Moved_place_not_reported","1","No_Service",999999,675,0,99,99,28,40,79,0,0,0,0,0,0,1,"N"
"5688","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","2","1","3","0","2","2","0","2","0","0","5","0","0","1","1","Grandchild","Male","Japanese","Never_married_single","No_children","Yes_in_school","4+_years_of_college","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","15-29_hours","Never_worked","Yes","0","Same_house","0","No_Service",137500,0,105563,99,99,24,41,68,22000,22000,0,0,0,0,501,"P"
"4372","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","2","0","1","1","0","1","0","0","4","0","0","1","1","Child","Female","White","Never_married_single","No_children","Yes_in_school","Grade_5-8","Private_school_(19601990)","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",999999,1000,217516,99,99,14,0,0,0,999999,999999,99999,99999,99999,501,"P"
"2713","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","2","0","1","1","0","1","0","0","5","0","0","1","1","Child","Female","Black_Negro","Never_married_single","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",999999,575,30800,99,99,2,0,0,0,999999,999999,99999,99999,99999,203,"P"
"2543","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","2","0","1","1","0","1","0","0","5","0","0","1","2","Child","Male","White","Never_married_single","No_children","No_not_in_school","None_or_preschool","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",999999,875,39000,99,99,4,0,0,0,999999,999999,99999,99999,99999,264,"P"
"3853","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","0","0","0","0","0","0","2","1","4","2","0","1","0","Head_Householder","Male","White","Married_spouse_present","No_children","Yes_in_school","4+_years_of_college","Public_school","Employed","Yes_in_labor_force","Self-employed","50-52_weeks","49-59_hours","Never_worked","Yes","0","Same_house","7","No_Service",225000,0,147306,22,20,48,49,90,111106,99250,7870,0,0,0,501,"P"
"8097","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","0","2","0","1","0","1","0","0","0","0","0","5","0","0","1","1","Child","Male","Black_Negro","Never_married_single","No_children","Yes_in_school","None_or_preschool","Private_school_(19601990)","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",999999,875,40149,99,99,3,0,0,0,999999,999999,99999,99999,99999,265,"P"
"2632","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","0","0","0","0","0","0","0","0","7","0","0","1","1","Sibling","Female","White","Never_married_single","No_children","No_not_in_school","Grade_9","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","No","0","Moved_place_not_reported","0","No_Service",112500,0,42000,99,99,18,0,0,0,0,0,0,0,0,218,"P"
"7600","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","2","0","1","1","0","1","0","0","4","0","0","1","1","Child","Female","White","Never_married_single","No_children","Yes_in_school","Grade_10","Private_school_(19601990)","Employed","Yes_in_labor_force","Works_for_wages_salary","14-26_weeks","1-14_hours","Never_worked","Yes","0","Same_house","0","No_Service",4e+05,0,77029,99,99,17,14,17,1029,1029,0,0,0,0,501,"P"
"1687","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","2","0","1","1","0","1","0","0","3","0","0","1","0","Child","Female","White","Never_married_single","No_children","Yes_in_school","Grade_1-4","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",999999,412,36500,99,99,9,0,0,0,999999,999999,99999,99999,99999,366,"P"
"6847","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","2","0","1","1","0","1","0","0","5","0","0","1","2","Child","Male","Other_Asian_or_Pacific","Never_married_single","No_children","No_not_in_school","None_or_preschool","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",999999,875,752,99,99,3,0,0,0,999999,999999,99999,99999,99999,5,"P"
"4503","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","0","1","0","1","0","1","0","0","0","0","0","5","0","0","1","3","Child","Female","Other_Asian_or_Pacific","Never_married_single","No_children","Yes_in_school","1_to_3_years_of_college","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_current_yr","Yes","0","Same_house","0","No_Service",999999,725,33935,99,99,25,19,46,24000,24000,0,0,0,0,220,"P"
"5312","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","0","0","0","0","0","0","2","1","5","3","3","1","0","Head_Householder","Male","White","Married_spouse_present","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","40-47_weeks","49-59_hours","Never_worked","Yes","0","Moved_place_not_reported","1","No_Service",999999,1000,92000,4,1,35,26,72,50000,50000,0,0,0,0,501,"P"
"318","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","2","1","5","0","6","0","0","0","0","0","6","0","0","1","0","Other_relatives","Male","White","Never_married_single","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",162500,0,54000,99,99,1,0,0,0,999999,999999,99999,99999,99999,316,"P"
"4179","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1","0","Head_Householder","Male","Other_Asian_or_Pacific","Married_spouse_present","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","0","Same_house","5","No_Service",350000,0,75000,99,99,49,79,92,65000,65000,0,0,0,0,501,"P"
"8840","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1","0","Head_Householder","Male","Black_Negro","Married_spouse_present","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","0","Same_house","6","No_Service",999999,337,36000,99,99,51,27,29,18000,18000,0,0,0,0,434,"P"
"5108","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","3","1","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","Other_non-relatives","Female","White","Never_married_single","No_children","No_not_in_school","Grade_1-4","Not_enrolled","Unemployed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","No","0","Moved_place_not_reported","0","No_Service",999999,875,50000,99,99,21,0,0,0,0,0,0,0,0,1,"P"
"4086","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","0","0","0","0","0","0","1","1","3","1","1","1","0","Spouse","Female","White","Married_spouse_present","1_child","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","41-48_hours","Never_worked","Yes","0","Same_house","0","No_Service",4e+05,0,123000,4,4,35,31,65,59000,59000,0,0,0,0,501,"P"
"3907","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","3","2","2","2","2","0","1","1","3","1","0","0","4","0","0","1","1","Child","Female","White","Never_married_single","No_children","No_not_in_school","None_or_preschool","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Moved_place_not_reported","0","No_Service",999999,725,9000,99,99,4,0,0,0,999999,999999,99999,99999,99999,72,"P"
"885","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","0","0","0","0","0","0","1","1","5","3","1","1","0","Spouse","Female","White","Married_spouse_present","3","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","No","0","Same_house","0","No_Service",275000,0,90000,10,2,37,0,0,0,0,0,0,0,0,501,"P"
"4158","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","0","1","0","1","0","1","0","0","0","0","0","3","0","0","1","1","Child","Male","Black_Negro","Never_married_single","No_children","Yes_in_school","Grade_5-8","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Same_house","0","No_Service",225000,0,28600,99,99,10,0,0,0,999999,999999,99999,99999,99999,286,"P"
"8122","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","1","1","2","0","1","1","0","1","0","0","4","0","0","1","1","Child","Male","White","Never_married_single","No_children","Yes_in_school","Grade_1-4","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","999999","Same_house","0","No_Service",999999,312,67000,99,99,8,0,0,0,999999,999999,99999,99999,99999,501,"P"
"317","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","2","2","2","0","0","0","0","0","0","6","1","12","4","0","1","0","Parent","Female","White","Married_spouse_present","11","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","No","0","Moved_place_not_reported","0","No_Service",999999,675,24200,31,13,48,0,0,0,0,0,0,0,0,94,"P"
"6628","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","Head_Householder","Female","White","Widowed","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","No","0","Same_house","8","No_Service",225000,0,9408,99,99,85,0,0,9408,0,0,9408,0,0,158,"P"
"1421","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","1","1","0","0","0","0","0","0","0","0","1","1","2","0","0","1","0","Spouse","Female","White","Married_spouse_present","No_children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","30-34_hours","Never_worked","Yes","0","Moved_place_not_reported","0","No_Service",999999,512,45000,99,99,29,25,44,15000,15000,0,0,0,0,501,"N"
"8399","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","2","1","0","0","0","0","0","0","0","0","6","1","0","1","0","Parent","Female","Chinese","Widowed","2__children","No_not_in_school","None_or_preschool","Not_enrolled","Not_in_labor_force","No_not_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","No","0","Moved_place_not_reported","0","No_Service",22500,0,16000,45,45,66,0,0,0,0,0,0,0,0,94,"P"
"6671","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","4","0","0","1","0","0","0","0","0","0","0","0","1","0","0","4","0","Partner_friend_visitor","Male","White","Never_married_single","No_children","No_not_in_school","Grade_1-4","Not_enrolled","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes","0","Same_house","0","No_Service",999999,462,14000,99,99,26,23,18,8000,8000,0,0,0,0,124,"P"
"7209","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)","1","1","1","1","0","0","0","0","0","0","2","1","4","2","1","1","0","Head_Householder","Male","White","Married_spouse_present","No_children","Yes_in_school","4+_years_of_college","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","41-48_hours","Never_worked","Yes","0","Moved_place_not_reported","2","Yes",275000,0,142200,17,0,39,32,39,85000,85000,0,0,0,0,501,"P"
"1407","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","Head_Householder","Male","Other_Asian_or_Pacific","Never_married_single","No_children","Yes_in_school","4+_years_of_college","Public_school","Employed","Yes_in_labor_force","Works_for_wages_salary","50-52_weeks","49-59_hours","Never_worked","Yes","0","Moved_place_not_reported","1","No_Service",999999,725,8000,99,99,27,31,73,8000,8000,0,0,0,0,124,"P"
