"","gq","gqtypeg","farm","ownershg","value","rent","ftotinc","nfams","ncouples","nmothers","nfathers","momloc","stepmom","momrule","poploc","steppop","poprule","sploc","sprule","famsize","nchild","nchlt5","famunit","eldch","yngch","nsibs","relateg","age","sex","raceg","marst","chborn","school","educrec","schltype","empstatg","labforce","occscore","sei","classwkg","wkswork2","hrswork2","yrlastwk","workedyr","inctot","incwage","incbus","incfarm","incss","incwelfr","incother","poverty","migrat5g","movedin","vetstat","binaryClass"
"7010","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",275000,0,49100,"1","1","2","1","0","0","0","0","0","0","0","0","4","1","0","1",52,52,"0","Parent",75,"Female","Black_Negro","Divorced","1_child","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","1-14_hours","Worked_more_than_10_yrs_ago","No",4100,0,0,"0",0,4100,0,384,"Moved_place_not_reported","0","No_Service","P"
"2243","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,462,51000,"1","1","0","0","0","0","0","0","0","0","0","0","3","0","0","1",99,99,"0","Grandchild",13,"Male","White","Never_married_single","No_children","Yes_in_school","Grade_5-8","Public_school","Employed","Yes_in_labor_force",0,0,"Self-employed","50-52_weeks","15-29_hours","Worked_6-10_yrs_ago","Yes",0,999999,999999,"999999",99999,99999,99999,501,"Same_house","0","No_Service","P"
"3347","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",350000,0,140327,"1","0","2","0","4","0","1","0","0","0","0","0","4","2","0","1",20,13,"0","Head_Householder",47,"Female","White","Divorced","2__children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",22,51,"Self-employed","50-52_weeks","41-48_hours","Worked_more_than_10_yrs_ago","Yes",119700,109000,0,"0",0,0,0,501,"Same_house","6","No_Service","P"
"7848","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,675,52512,"1","1","2","1","3","0","5","0","0","0","0","0","4","0","0","1",99,99,"0","Grandchild",15,"Male","White","Never_married_single","5","Yes_in_school","Grade_5-8","Public_school","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_previous_yr","No",0,999999,999999,"999999",0,0,0,404,"Same_house","0","No_Service","P"
"3593","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,1000,27600,"1","0","1","0","0","0","0","0","0","0","0","0","5","2","0","1",16,10,"1","Head_Householder",48,"Female","Black_Negro","Divorced","2__children","Yes_in_school","4+_years_of_college","Private_school_(19601990)","Employed","Yes_in_labor_force",61,93,"Self-employed","50-52_weeks","49-59_hours","Worked_6-10_yrs_ago","Yes",23600,0,20000,"0",0,0,0,187,"Same_house","6","No_Service","P"
"7522","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",112500,0,23876,"1","1","1","1","0","0","0","0","0","0","0","0","4","0","0","1",99,99,"0","Other_relatives",34,"Male","White","Married_spouse_absent","2__children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",25,52,"Self-employed","50-52_weeks","49-59_hours","Never_worked","Yes",7000,0,7000,"0",0,0,0,187,"Same_house","0","No_Service","P"
"3071","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,512,35888,"1","1","1","1","2","0","1","1","0","1","0","0","7","0","0","1",99,99,"3","Child",8,"Male","White","Never_married_single","10_children","Yes_in_school","Grade_1-4","Public_school","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","27-39_weeks","40_hours","Worked_more_than_10_yrs_ago","Yes",0,999999,999999,"999999",99999,99999,99999,187,"Same_house","0","No_Service","P"
"4727","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,575,19200,"2","2","2","2","2","0","1","1","0","1","0","0","3","0","0","1",99,99,"0","Child",2,"Male","White","Never_married_single","No_children","Yes_in_school","4+_years_of_college","Not_enrolled","Not_in_labor_force","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes",0,999999,999999,"999999",99999,99999,99999,192,"Same_house","0","No_Service","P"
"8481","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",350000,0,109000,"1","1","2","2","5","0","1","0","0","0","1","1","6","2","0","1",13,7,"0","Spouse",39,"Female","Other_Asian_or_Pacific","Married_spouse_present","2__children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",38,68,"Works_for_wages_salary","40-47_weeks","40_hours","Never_worked","Yes",40000,40000,0,"0",0,0,0,501,"Same_house","0","No_Service","P"
"4163","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,725,29800,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",99,99,"0","Head_Householder",28,"Male","White","Never_married_single","2__children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",36,66,"Works_for_wages_salary","50-52_weeks","15-29_hours","Worked_more_than_10_yrs_ago","Yes",29800,29800,0,"0",0,0,0,462,"Moved_place_not_reported","2","No_Service","P"
"5708","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,362,19000,"3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3",99,99,"0","Partner_friend_visitor",23,"Male","White","Never_married_single","3","Yes_in_school","4+_years_of_college","Public_school","Employed","Yes_in_labor_force",14,26,"Works_for_wages_salary","50-52_weeks","41-48_hours","Worked_3-5_yrs_ago","Yes",15000,15000,0,"0",0,0,0,233,"Same_house","0","No_Service","P"
"5622","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,1000,44400,"1","0","1","0","0","0","0","0","0","0","0","0","3","2","0","1",20,16,"0","Head_Householder",50,"Female","White","Separated","5","No_not_in_school","Grade_11","Not_enrolled","Employed","Yes_in_labor_force",42,86,"Self-employed","50-52_weeks","60+_hours","Never_worked","Yes",39400,0,35800,"0",0,0,3600,445,"Moved_place_not_reported","1","No_Service","P"
"25","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",137500,0,19357,"1","0","1","0","0","0","0","0","0","0","0","0","2","1","0","1",14,14,"0","Head_Householder",40,"Female","Black_Negro","Divorced","2__children","Yes_in_school","1_to_3_years_of_college","Public_school","Employed","Yes_in_labor_force",22,61,"Works_for_wages_salary","27-39_weeks","15-29_hours","Worked_more_than_10_yrs_ago","Yes",19357,19000,0,"0",0,0,357,226,"Same_house","7","No_Service","P"
"165","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",162500,0,52233,"1","1","1","1","0","0","0","0","0","0","0","0","11","0","0","1",99,99,"0","Other_relatives",24,"Male","Black_Negro","Never_married_single","No_children","No_not_in_school","Grade_9","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","41-48_hours","Never_worked","No",0,0,0,"0",0,0,0,198,"Same_house","0","No_Service","P"
"3054","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,312,23000,"1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1",99,99,"0","Head_Householder",61,"Male","Chinese","Married_spouse_present","1_child","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",48,90,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","Yes",23000,23000,0,"0",0,0,0,277,"Moved_place_not_reported","2","No_Service","P"
"4113","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,1000,20300,"1","1","1","1","2","0","1","1","0","1","0","0","5","0","0","1",99,99,"2","Child",18,"Female","White","Never_married_single","No_children","Yes_in_school","Grade_12","Public_school","Employed","Yes_in_labor_force",24,44,"Works_for_wages_salary","40-47_weeks","1-14_hours","Worked_6-10_yrs_ago","Yes",5000,5000,0,"0",0,0,0,134,"Moved_place_not_reported","0","No_Service","P"
"311","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",4e+05,0,215516,"2","1","1","1","0","0","0","0","0","0","1","1","4","2","0","1",14,13,"0","Spouse",44,"Female","White","Married_spouse_present","2__children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",24,44,"Works_for_wages_salary","40-47_weeks","35-39_hours","Worked_more_than_10_yrs_ago","Yes",20000,20000,0,"0",0,0,0,501,"Same_house","0","No_Service","P"
"6637","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",350000,0,70800,"1","1","1","1","0","0","0","0","0","0","2","1","4","2","0","1",19,14,"0","Head_Householder",44,"Male","Other_Asian_or_Pacific","Married_spouse_present","6","Yes_in_school","1_to_3_years_of_college","Public_school","Employed","Yes_in_labor_force",35,62,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","Yes",40000,40000,0,"0",0,0,0,501,"Moved_place_not_reported","1","No_Service","P"
"6829","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,875,12156,"1","1","1","1","0","0","0","0","0","0","2","1","5","3","0","1",19,13,"0","Head_Householder",49,"Male","White","Married_spouse_present","1_child","No_not_in_school","Grade_5-8","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","40-47_weeks","40_hours","Never_worked","No",4944,0,0,"0",0,4944,0,80,"Moved_place_not_reported","1","No_Service","P"
"7162","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,1000,37600,"2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",99,99,"0","Head_Householder",25,"Female","White","Never_married_single","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",37,78,"Works_for_wages_salary","50-52_weeks","49-59_hours","Never_worked","Yes",37600,37500,0,"0",0,0,0,501,"Moved_place_not_reported","1","No_Service","P"
"6425","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",112500,0,25000,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",99,99,"0","Head_Householder",61,"Male","White","Divorced","No_children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",29,27,"Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes",25000,25000,0,"0",0,0,0,388,"Same_house","6","Yes","P"
"4178","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,462,27700,"1","0","2","0","1","0","1","0","0","0","0","0","4","0","0","1",99,99,"1","Child",14,"Male","White","Never_married_single","2__children","Yes_in_school","Grade_5-8","Public_school","Unemployed","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_previous_yr","Yes",0,999999,999999,"999999",99999,99999,99999,220,"Same_house","0","No_Service","P"
"1530","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,575,6242,"2","1","1","1","0","0","0","0","0","0","1","1","9","5","4","1",5,0,"1","Spouse",23,"Female","White","Married_spouse_present","3","No_not_in_school","Grade_1-4","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","1-13_weeks","40_hours","Never_worked","No",0,0,0,"0",0,0,0,25,"Moved_place_not_reported","0","No_Service","P"
"453","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,437,8000,"1","1","1","1","2","2","7","3","0","3","0","0","8","0","0","1",99,99,"3","Other_relatives",13,"Male","White","Never_married_single","3","Yes_in_school","Grade_5-8","Public_school","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","Yes",0,999999,999999,"999999",99999,99999,99999,37,"Moved_place_not_reported","0","No_Service","P"
"1398","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",162500,0,24875,"1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1",99,99,"0","Head_Householder",72,"Male","White","Married_spouse_present","3","No_not_in_school","4+_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","No",22075,0,0,"0",5600,0,0,332,"Same_house","6","No_Service","P"
"4309","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,575,30000,"1","1","1","1","0","0","0","0","0","0","2","1","3","1","0","1",6,6,"0","Head_Householder",27,"Male","White","Married_spouse_present","2__children","No_not_in_school","Grade_12","Not_enrolled","Unemployed","Yes_in_labor_force",41,68,"Works_for_wages_salary","48-49_weeks","60+_hours","Worked_current_yr","Yes",15000,15000,0,"0",0,0,0,301,"Moved_place_not_reported","2","No_Service","P"
"7225","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,412,18000,"1","1","1","1","0","0","0","0","0","0","0","0","10","0","0","1",99,99,"0","Other_relatives",8,"Female","White","Never_married_single","1_child","Yes_in_school","Grade_1-4","Public_school","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes",0,999999,999999,"999999",99999,99999,99999,75,"Same_house","0","Yes","P"
"4907","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",95000,0,52092,"1","0","3","0","1","0","1","0","0","0","0","0","4","1","0","1",22,22,"0","Child",41,"Female","Black_Negro","Married_spouse_absent","1_child","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",23,45,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_current_yr","Yes",18392,18392,0,"0",0,0,0,407,"Same_house","0","No_Service","P"
"2790","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,387,16560,"1","1","1","1","2","0","1","1","0","1","0","0","4","0","0","1",99,99,"1","Child",20,"Male","White","Never_married_single","No_children","Yes_in_school","Grade_9","Private_school_(19601990)","Employed","Yes_in_labor_force",11,11,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","Yes",8400,8400,0,"0",0,0,0,127,"Moved_place_not_reported","0","No_Service","N"
"5276","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,625,17000,"3","0","1","1","0","0","0","0","0","0","0","0","2","1","1","1",1,1,"0","Head_Householder",30,"Male","White","Never_married_single","2__children","No_not_in_school","Grade_9","Not_enrolled","Employed","Yes_in_labor_force",34,49,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","Yes",17000,17000,0,"0",0,0,0,199,"Moved_place_not_reported","1","No_Service","P"
"145","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,875,1305,"1","0","1","0","0","0","0","0","0","0","0","0","5","0","0","1",99,99,"1","Sibling",29,"Male","White","Never_married_single","No_children","No_not_in_school","None_or_preschool","Not_enrolled","Employed","Yes_in_labor_force",22,18,"Works_for_wages_salary","40-47_weeks","40_hours","Worked_6-10_yrs_ago","No",0,0,0,"0",0,0,0,8,"Moved_place_not_reported","0","No_Service","N"
"5010","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,1000,48247,"1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1",99,99,"0","Head_Householder",69,"Male","White","Married_spouse_present","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",22,32,"Works_for_wages_salary","27-39_weeks","15-29_hours","Never_worked","No",48247,0,0,"0",8016,0,0,501,"Moved_place_not_reported","1","Yes","N"
"1309","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,625,17000,"1","1","0","0","0","0","0","0","0","0","1","1","2","0","0","1",99,99,"0","Spouse",23,"Female","Black_Negro","Married_spouse_present","No_children","Yes_in_school","1_to_3_years_of_college","Public_school","Employed","Yes_in_labor_force",23,18,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_6-10_yrs_ago","Yes",9000,9000,0,"0",0,0,0,205,"Moved_place_not_reported","0","No_Service","P"
"3512","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,487,5500,"2","0","1","0","0","0","0","0","0","0","0","0","1","0","0","2",99,99,"0","Partner_friend_visitor",33,"Male","White","Never_married_single","No_children","No_not_in_school","Grade_1-4","Not_enrolled","Employed","Yes_in_labor_force",23,18,"Works_for_wages_salary","48-49_weeks","40_hours","Worked_previous_yr","Yes",14000,14000,0,"0",0,0,0,217,"Moved_place_not_reported","0","No_Service","P"
"7903","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",225000,0,26233,"1","1","1","1","2","0","1","1","0","1","0","0","4","0","0","1",99,99,"1","Child",10,"Female","Other_Asian_or_Pacific","Never_married_single","3","Yes_in_school","Grade_5-8","Private_school_(19601990)","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","60+_hours","Worked_more_than_10_yrs_ago","No",0,999999,999999,"999999",99999,99999,99999,209,"Same_house","0","No_Service","P"
"6366","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,675,32100,"1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1",99,99,"0","Head_Householder",24,"Male","White","Married_spouse_present","3","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",24,47,"Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes",21100,21000,0,"0",0,0,0,387,"Moved_place_not_reported","1","No_Service","P"
